,id,text,label,average_subjectivity,majority_subjectivity,average_hidden_assumptions,majority_hidden_assumptions,average_bias_west,majority_bias_west,average_bias_russia,majority_bias_russia
161,8-24,The men say their command sent them on a 70 kilometer march without explaining its purpose or warning that they would be in Ukrainian territory where they were apprehended by Ukrainian forces and surrendered without a fight ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
162,8-25,Proof and Sources ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
163,8-26, Interviews of the four men s interrogations ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
164,8-27,In one case the video shows a captive wearing Russian dog tags ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
165,8-28, Unnamed Russian military sources confirmed the soldiers capture to Interfax and ITAR Tass the Defense Ministry did not return repeated requests for comment by The Moscow Times on Tuesday but said the soldiers had lost their way and accidentally strayed into Ukraine during a mission on the Russian border ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
166,8-29,Questions ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
167,8-30, The point of contention is why and how the paratroopers ended up in Ukraine ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
168,8-31, Ukraine s supporters say the incident proves Russia s direct military support for the insurgents ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
169,8-32, Russia says it was an unintentional incursion ,0,1.4,1.0,0.6,0.0,0.8,1.0,0.8,1.0
170,8-33,Separately the Kremlin s rights council said Tuesday that a Russian military recon group of nine people had been killed on the Ukrainian border ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
171,8-34,The advisory body whose outspoken criticism of the Kremlin usually goes unheeded cited a committee of soldiers mothers as its source and asked the Investigative Committee to look into the alleged deaths ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
172,8-35,The committee did not comment Tuesday while the Defense Ministry denied the report Gazeta ru reported ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
173,8-36,No Invasion Before Talks,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
174,8-37,Military and political experts polled by The Moscow Times said the evidence available did not make it possible to say with any degree of certainty whether any Russian paratroops have really fought in Ukraine recently ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
175,8-38,But the scandal benefitted the Ukrainian leadership while harming Russia s position in the Minsk talks said Alexander Khramchikhin of the Institute for Political and Military Analysis in Moscow ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
176,8-39, Russia is extremely unlikely to go for a serious escalation ahead of the all important Minsk meeting said Anton Lavrov a military expert working with the Moscow based Center for Analysis of Strategies and Technologies ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
177,8-40,Moscow and Kiev effectively ended dialogue with the outbreak of a pro Russian insurgency in eastern Ukraine last spring but the meeting between Ukrainian President Petro Poroshenko and his Russian counterpart Vladimir Putin was anticipated as a chance to resume direct talks ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
178,8-41,The rebels recently reported launching a counteroffensive after weeks of retreat claims that many experts also said seemed to be propaganda aimed at strengthening Moscow s position ahead of the talks ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
179,8-42,Ukraine has accused official Moscow of providing the rebels with money equipment and possibly troops ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
180,8-43,But all experts interviewed for this story said that while many Russian volunteers were confirmed to be fighting in Ukraine hard evidence of Russia s direct military involvement was lacking ,0,1.4,1.0,0.6,0.0,0.8,1.0,0.8,1.0
181,8-44,Game of Thrones,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
182,8-45,The paratrooper reports are part of the heated media battle being waged in parallel to real life hostilities Lavrov said ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
183,8-46, The information war has reached uncharted heights Khramchikhin said ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
184,8-47,Media and officials on both sides have been locked in a mutual smear campaign for months trading exaggerations and outright fakes about casualties and atrocities committed by the enemy ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
185,8-48,Direct Russian involvement in eastern Ukraine remains the most powerful accusation on the Ukrainian side repeatedly reported but never confirmed ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
186,8-49,Russia has been more creative with state media vilifying the Ukrainian army and authorities with zeal and inventiveness ,0,1.4,1.0,0.0,0.0,0.8,1.0,0.8,1.0
187,8-50,The most notorious example came in July when state run Channel One said Ukrainian fascists had crucified the child of a Russia supporter in a town square ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
188,8-51,The story was eventually debunked as a fake based on a scene from the hit fantasy TV show Game of Thrones ,0,0.8,0.0,0.0,0.0,0.8,1.0,0.8,1.0
189,9-0,Ukraine Passes Law On Russia Sanctions Gas Pipelines,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
190,9-1,Ukraine s parliament has passed legislation that would allow the government to impose sanctions on Russia ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
191,9-2,The bill was approved in a final reading on August 14 ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
192,9-3,It provides for sanctions against 172 individuals and 65 entities in Russia and other countries for supporting and financing terrorism in Ukraine though actual sanctions would need approval from Ukraine s National Security and Defense Council ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
193,9-4,A total of 244 lawmakers in the Verkhovna Rada supported the sanctions ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
194,9-5,Prime Minister Arseniy Yatsenyuk told parliament after the August 14 vote that Ukraine had taken a historic step ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
195,9-6, By approving the law on sanctions we showed that the country is able to protect itself he said ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
196,9-7, The law should give a clear answer to any aggressor or terrorist who threatens our national security our government and our citizens ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
197,9-8,The names of those Russian individuals and companies targeted by the sanctions will not be published until President Petro Poroshenko has signed the law into force ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
198,9-9,Naftohaz Ukraine s state run energy firm said in a statement on August 13 that future sanctions against Russia would not necessarily target Russia s gas giant Gazprom however ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
199,9-10, The adoption of the sanctions law will not lead automatically to sanctions against any entity including Gazprom ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
200,9-11,The law simply establishes the legal right to implement them the statement said ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
201,9-12,A version of the bill passed on first reading on August 12 had included provisions allowing the censoring of media deemed a national security threat ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
202,9-13,Those provisions were removed from the final version of the bill however ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
203,9-14,Rights groups had said the law would give the council draconian powers to restrict media and could return a nation once celebrated for media freedoms to Soviet era levels of censorship ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
204,9-15,In a statement the representative on media freedom for the Organization for Security and Cooperation in Europe OSCE Dunja Mijatovic welcomed the move to drop the media provisions as a step in the right direction ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
205,9-16, The provisions could potentially endanger free media and pluralism in Ukraine she said and by dropping them the legislators have taken a decision to protect and ensure free media and freedom of expression rather than restricting free speech ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
206,9-17,Also on August 14 Ukraine s parliament approved a bill to allow gas transit facilities to be leased on a joint venture basis with participation from EU and U S firms ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
207,9-18,The measure says Ukraine will hold 51 percent and foreign partners will be offered 49 percent in the venture ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
208,9-19,It covers both transit pipelines and underground gas storage facilities ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
209,9-20,The law passed by 228 votes two more than the minimum necessary ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
210,9-21,Ukraine is making efforts to become less dependent on Russian gas after suffering three cutoffs of natural gas supplies from Russia in less than nine years ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
211,9-22,At the same time Kyiv wants to provide more reliable transit for Russian gas to the EU market ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
212,9-23,Kyiv says the measure will bring in investment and remove the need for the South Stream pipeline which Russia is building to take gas to southeastern Europe across the Black Sea bypassing Ukraine ,0,0.4,0.0,0.0,0.0,1.0,1.0,1.0,1.0
213,10-0,Dynamo to play Valencia in Cyprus,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,1.0
214,10-1,FC Dynamo Kyiv and Valencia CF s UEFA Europa League round of 32 opener will be played in Nicosia Cyprus due to the security situation in the Ukrainian capital ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,1.0
215,10-2,UEFA has decided to change the venue for the UEFA Europa League match between FC Dynamo Kyiv and Valencia CF which was scheduled to take place on Thursday 20 February at the NSK Olimpiyskyi Stadium in Kyiv due to the security situation in the Ukrainian capital ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,1.0
216,10-3,The round of 32 first leg game will now be played at the GSP Stadium in Nicosia Cyprus on Thursday 20 February from 20 00 local time 19 00CET ,0,0.2,0.0,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,1.0
217,11-0,Ukraine Opposition Protests Europe U Turn,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
218,11-1,Those who favored greater Ukrainian integration with Europe are voicing their displeasure with the country s decision to abandon a planned association agreement with the EU ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
219,11-2,Opposition leader Arseniy Yatsenyuk has alleged that Ukrainian President Viktor Yanukovych bargained with Russia and received 20 billion to not proceed with his country s planned association agreement with the EU ,0,0.6,0.0,1.2,0.0,0.8,1.0,0.8,1.0
220,11-3,The leader of Ukraine s Fatherland party also said that half of the funds would be stolen by the president s inner circle and the other half would go toward funding Yanukovych s 2015 re election campaign and falsifying election results Interfax reported Friday ,0,0.6,0.0,1.2,0.0,0.8,1.0,0.8,1.0
221,11-4,The allegations follow Yatsenyuk s remarks at a Thursday night protest at Kiev s Independence Square that the presidential election has already begun ,0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,1.0
222,11-5,He also expressed hope that 100 000 people would come to a planned rally in support of European integration to be held on Sunday ,0,0.6,0.0,1.2,0.0,0.8,1.0,0.8,1.0
223,11-6,Protesters gathered in the center of Kiev on Thursday night hours after the Ukrainian Cabinet said it was stopping preparations for a deal to be signed at a summit in Vilnius Lithuania next week and that government ministries should look for greater cooperation with Russia ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
224,11-7,Various estimates placed the crowd at the Ukrainian capital s Independence Square between 1 000 and 2 000 people Interfax reported ,0,0.6,0.0,0.6,0.0,0.8,1.0,0.8,1.0
225,11-8,Among the demonstrators was boxing champion and head of the opposition party UDAR Punch Vitaly Klitschko who said Together we can prove that Ukraine will be in Europe and will be a democratic state ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
226,11-9,Klitschko has said he plans to run for president in the 2015 election ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
227,11-10,While a spokesman for President Vladimir Putin on Thursday lauded Ukraine s desire to develop a closer partnership to Russia the country s potential foreign partners in the West said that the move would see Ukraine miss out on economic growth ,0,0.6,0.0,0.6,0.0,0.8,1.0,0.8,1.0
228,11-11,EU foreign policy chief Catherine Ashton said in a statement This is a disappointment not just for the EU but we believe for the people of Ukraine ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
229,11-12,British Foreign Secretary William Hague called the decision a missed opportunity ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
230,11-13,A U S State Department representative echoed Ashton and said the U S was disappointed adding that Washington believes there was ample time to resolve all remaining obstacles to signing the association agreement in Vilnius ,0,0.6,0.0,0.0,0.0,0.8,1.0,0.8,1.0
231,12-0,Crimea to set clocks to Russia time,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
232,12-1,As the rest of Europe prepares to set their clocks one hour forward for summer tomorrow residents of Crimea braced for a two hour jump into the timezone of their new masters in Moscow ,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
233,12-2,To seal Russia s takeover of the formerly Ukrainian peninsula a symbolic ceremony will be held to move the clocks forward at the railway station in the main city of Simferopol ,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
234,12-3,The Black Sea peninsula s prime minister Sergei Aksyonov will oversee the switch at 10pm midnight Moscow 2000 GMT ,0,0.0,0.0,0.4,0.0,1.0,1.0,1.0,1.0
235,12-4,Europeans and ordinary Crimeans make the daylight savings time switch at 2am tomorrow ,0,0.0,0.0,0.4,0.0,1.0,1.0,1.0,1.0
236,12-5, Getting ready for time travel said local newspaper Krymskaya Gazeta Crimean Newspaper warning locals the time switch could trigger health problems such as sleep disorder apathy depression and possible changes to the endocrine system ,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
237,12-6,But a spokeswoman for the regional legislature Lyudmila Mokhova said that the setting of the clocks forward was no hassle ,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
238,12-7, It is a little bit difficult she said ,0,1.2,0.0,0.4,0.0,1.0,1.0,1.0,1.0
239,12-8, But people are in high spirits and they are very happy Moscow in 2011 chose to stay on permanent Summer Time which is four hours ahead of Greenwich Mean Time GMT ,0,1.2,0.0,1.0,0.0,1.0,1.0,1.0,1.0
240,12-9,Earlier this month a majority of residents on the peninsula voted to break away from Ukraine and join Russia ,0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,1.0
241,12-10,The move came after Moscow sent troops to Crimea claiming it needed to protect Russian speakers following a pro European uprising in Kiev last month ,0,0.8,0.0,1.0,0.0,1.0,1.0,1.0,1.0
242,12-11,The West and Ukraine have condemned Moscow s takeover of the peninsula but Russian strongman Vladimir Putin hailed it as historic justice ,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
