,id,text,label,pos,bias_type,quote,aim
160,160,Last year the Justice Department filed a lawsuit against the sheriff for not cooperating with an investigation into whether the Maricopa County Sheriff s Department is systematically violating the rights of Hispanics ,1,"Last year, the Justice Department filed a lawsuit against the sheriff for not cooperating with an investigation into whether the Maricopa County Sheriff’s Department is systematically violating the rights of Hispanics.",inf,no,dir
161,161,Mr Arpaio who gained wide notice for forcing inmates to wear pink underwear and housing them in tents is popular in his state where he has repeatedly won re election by a sizable margin ,1,forcing inmates to wear pink underwear and housing them in tents,inf,no,dir
162,162,Wal Mart calls that evidence unrepresentative and unreliable ,1,unrepresentative and unreliable,lex,no,dir
163,163,Given that Mr Sellers said Wal Mart s personnel decisions were standardless and recordless ,1,“standardless” and “recordless.”,lex,yes,dir
164,164,Even some justices who seemed sympathetic to the plaintiffs expressed qualms about how to administer a lawsuit involving as many as 1 5 million women seeking back pay that could amount to billions of dollars ,1,Even some justices who seemed sympathetic to the plaintiffs expressed qualms about how to administer a lawsuit involving as many as 1.5 million women,inf,no,dir
165,165, One of them was promoted into a managerial position One was terminated for disciplinary violations One was promoted and then had a disciplinary problem and then was demoted ,1,“One of them was promoted into a managerial position. One was terminated for disciplinary violations. One was promoted and then had a disciplinary problem and then was demoted.”,inf,yes,dir
166,166,Although she may ultimately side with the plaintiffs even Justice Ruth Bader Ginsburg an ardent defender of women s rights expressed some concerns about the particulars of the sex discrimination lawsuit that covers 1 5 million women and could cost the world s largest retailer billions of dollars ,1,"even Justice Ruth Bader Ginsburg, an ardent defender of women's rights, expressed some concerns about the particulars of the sex discrimination lawsuit",inf,no,dir
167,167, I could see the men going forth and the women in the store stayed in the basic positions they were always in Dukes once told an interviewer ,1,"""I could see the men going forth and the women in the store stayed in the basic positions they were always in,""",inf,yes,dir
168,168,If you do wrong then you should be held accountable ,1,"If you do wrong, then you should be held accountable.",inf,yes,dir
169,169,The U S Chamber of Commerce and major corporations including Bank of America General Electric and Microsoft submitted briefs in the case supporting Wal Mart ,1,"The U.S. Chamber of Commerce and major corporations including Bank of America, General Electric and Microsoft submitted briefs in the case supporting Wal-Mart.",inf,no,dir
170,170,It seems to me there s an inconsistency there and I m just not sure what the unlawful policy is ,1,"It seems to me there's an inconsistency there, and I'm just not sure what the unlawful policy is.""",inf,yes,dir
171,171,Sanford said such a decision could have implications for class actions more generally making it more difficult for women and minority groups to enjoy equality and fair treatment in the workplace ,1,making it more difficult for women and minority groups to enjoy equality and fair treatment in the workplace,inf,yes,dir
172,172, There is absolutely no way there can be a fair process here Boutrous said ,1,"""There is absolutely no way there can be a fair process here,""",inf,yes,dir
173,173, And it s time for folks running around spending all their time talking about what s wrong with America to spend some time rolling up their sleeves to help us make it right ,1,“And it’s time for folks running around spending all their time talking about what’s wrong with America to spend some time rolling up their sleeves to help us make it right.,inf,yes,dir
174,174, I m joining many of these workers to say that it makes absolutely no sense when there s so much work to be done that they re not doing the work Mr Obama said to their applause ,1,Mr. Obama said to their applause,inf,no,dir
175,175,Mr Boehner facetiously said that Mr Obama as a former Democratic senator could help I m sure he has great influence over there in terms of getting them to take up these bills that really will help put the American people back to work ,1,facetiously,lex,no,ind_pro
176,176,So his point was simply that the House should get busy with matters of great importance to the United States and to the American people ,1,the House should get busy with matters of great importance to the United States and to the American people,inf,yes,dir
177,177,During his remarks the president also called out House Speaker John Boehner for what the administration has made a drumbeat over the last week a do nothing Congress ,1,a do-nothing Congress,lex,no,dir
