id,text,label,label_multiclass
334,Says there are a half a trillion dollars in cuts to Medicare that are going to go in place as a result of health care reform ,0,3
335,We have the highest tax rate anywhere in the world ,1,4
336,Nevada Democratic Party leaders hijacked the process on the floor of the state convention ignoring the regular procedure and ramming through what they wanted to do ,1,4
337,Says that under the Obama administration the debt has nearly doubled ,0,1
338,Ballistic tests have confirmed that the death of at least one U S Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation ,1,4
339,Says his plan to end the toll on Ga 400 fulfills his campaign promise to commuters ,0,3
340, You know when this thing first hit I signed a declaration of emergency for the six counties that were directly affected impacted in the Panhandle then I extended that not long thereafter down into Sarasota County ,0,1
341,Says Mark Pryor voted to give Social Security benefits to illegal immigrants ,1,4
342,Says the Central Health districts tax rate is the lowest among the largest counties in Texas and it will continue to be the lowest if voters approve a proposed tax increase ,0,1
343,The Austin Tea Party and an ultra conservative millionaire are behind the campaign against the citys light rail proposition ,0,2
344,Under current U S immigration policy literally one person with a green card can in the extreme bring in more than 270 of his relatives ,1,4
345,Obama says America is great but let s try to change it ,1,5
346,Only 20 colleges and universities have athletic departments with revenue exceeding expenses ,0,0
347,The city of Charlotte passed a bathroom ordinance mandate on every private sector employer in Charlotte ,0,3
348,Medicare is going broke The trust fund goes bankrupt in 2026 ,0,3
349,The Clintons foundation took millions from foreign governments including United Arab Emirates and Saudi Arabia ,0,0
350,Rick Perry was the campaign chairman for Al Gore at one time not too many years ago ,0,2
351,My husband and I have never gotten a penny of money from the farm ,1,4
352,The health care law adds around 800 billion of taxes on the American people It does not discriminate between rich and poor ,1,4
353,Says Obama policies contributed to gas prices rising from 1 89 in January 2009 to 3 51 today ,0,3
354,U S Rep Alan Grayson compared a former vice president to a vampire and compared America s health care system to the Holocaust ,0,1
355,Back in the Great Recession when millions of jobs across America hung in the balance Donald Trump said rescuing the auto industry didnt really matter very much He said and I quote again Let it go ,1,5
356,Says Rep Charles Bass supports privatizing Social Security risking trillions more on Wall Street ,0,3
357,After Russia went to war with Georgia in 2008 the U S sent a very strong message to Vladimir Putin by sending warships to the Black Sea and airlifting combat troops that Georgia had in Afghanistan back to Georgia ,0,3
358,A Georgia religious freedom bill would help Catholic institutions that under Obamacare could be forced to provide abortion inducing drugs ,1,4
359,No one on my staff has ever been charged with a crime ,1,4
360,Arizona is spending less on a per capita basis than every single state in this country in higher education ,0,1
361,For the cost of 5 vanilla soy latte a day you can get a sweet health insurance plan to match ,0,2
362,Rep Frank Wolf voted to allow terror suspects to buy guns ,0,2
363,Says Donald Trump has the gall to say that prisoners of war like John McCain arent heroes ,0,2
364,This is the first time in our state and one of the first times in the country where benefit reductions has happened to people who are retired ,0,2
365,Access for 12 000 women to use Planned Parenthood not for the right to choose but for basic health care was taken away by Wisconsin Gov Scott Walker and Lt Gov Rebecca Kleefisch ,0,1
366,Says Mark Warner told PolitiFact Nationals Lie of the Year in 2013 ,1,4
367,There was serious voter fraud in California ,1,5
368,The House passed budget proposal could cut funding for programs that help keep local neighborhoods safe slash more than 1 7 million in anti terror funds for Ohio ,0,0
369,Says when Rhode Island Lottery was proposed state residents were enticed to vote for it with the promise that the money would be used for education ,1,4
370,CBO reports that delaying the Obamacare individual mandate will reduce the deficit by 35 billion over ten years ,0,1
371,Voted the best specialty plate in America,0,3
372,We dont allow filming inside of the City Hall unless there is a specific reason ,1,4
373,Says Democrats racked up a 1 billion state deficit while Republicans under Bill OBrien balanced the budget ,1,4
374,The IAEA or the International Atomic Energy Agency last month said the Iranians are not currently living up to their obligations ,0,1
375,Says Matt Wand has sided with anti choice activists to restrict access to reproductive health care services ,0,2
376,Under President Barack Obama Weve got the lowest labor force participation in over three decades since 1978 ,0,1
377,Ohios electricity rates are 10 percent below the national average ,0,1
378, In the last 50 years the federal government has only balanced the budget five times ,0,0
379,Weve seen six months of positive job growth by the private sector ,0,0
380,Gov Pence said inarguably Vladimir Putin is a better leader than President Obama ,0,1
381,When I left Washington we had a 5 trillion surplus ,0,3
382,When my grandfather came to this country back in 1925 there were no government benefits ,1,4
383,Says I 205 six miles of which runs through my district already carries more traffic than I 5 ,0,0
384,I had the lowest net worth of any American president in the 20th century when I took office ,0,2
385, And he s the only candidate who will fight for a national catastrophe fund to reduce insurance rates ,0,1
386,All of Liberia can produce less than one third as much electricity as the Dallas Cowboys football stadium consumes at peak times ,0,1
